SP_PRIMARY	PDB
P60735	7nhm
P60747	2jzv
P60752	7bcw;6uzl;6uz2;3b5w
P60753	5tv4;6bpl;5ttp;6bpp
P60757	1h3d;1q1k
P60761	4E+050
P60763	2ic5;2qme;2ov2;2g0n;6tm1;2c2h
P60766	5c2j;3eg5
P60770	1coe;1v6p
P60775	1qke;2era;5ebx;1qkd;3era
P60785	3deg;3jcd;3jce;3cb4
P60802	3oet
P60842	6zmw;7pq0;2zu6;7ppz;5zc9;3eiq;2g9n;5zbz
P60843	7ddx;6xki
P60844	2abm;3nka;2o9d;3nkc;2o9f;3nk5;1rc2;2o9g;2o9e
P60848	3wbm;1y9x
P60849	4r3l;2bky;1h0y;1h0x
P60864	4nb0;4nay;4nb2;4naz;4nb1
P60866	6olf;6olg;6ip6;6y0g;6zuo;6g5i;5vyc;5oa3;6zxe;6zvj;6ole;6zlw;6zxg;7qp7;6ip5;6zmo;5a2q;6zme;6g51;6y57;6zxd;6z6l;6zmt;5aj0;6om7;7a09;6zol;6zon;6zn5;6z6n;7qp6;5t2c;6fec;6zm7;6zmi;6zmw;5flx;6g5h;6om0;6zxh;4ug0;6z6m;6ip8;6g53;6zvh;6oli;5lks;6zv6;6zoj;6zxf;6y2l;4v6x;6olz;7k5i;6qzp;6ybs;6xa1;6zp4
P60867	7ls1;7cpu;7ls2;7cpv
P60880	3ddb;6jlh;5w7j;1kil;3rk3;3rk2;3dda;2n1t;1xtg;3zur;5w7i;3rl0
P60881	5w5c;6mdm;1urq;5low;3j97;5cch;5kj8;6mdp;5w5d;6mdn;5cci;5lob;1jth;6wvw;3hd7;5ccg;5kj7;1sfc;3ipd;6ip1;1n7s;6mdo;3j98;3j96;3j99;6mti
P60891	4m0u;4lyg;4m0p;2h06;4lzo;3efh;3s5j;4f8e;2h07;2hcr;4lzn;2h08
P60896	6msh;5vhs;5vhf;7w37;6msd;3t5x;7w3g;6msb;5gjr;5vhi;5vgz;5vfr;6wjn;7w3i;7w3c;7w3j;6msj;7w3f;5vft;5t0i;7w3a;5ln3;5l4k;5t0g;5t0j;6msk;7w3h;5m32;7w38;5t0h;7w39;7w3b;7w3k;5vhh;6msg;1mje;6wjd;5gjq;5t0c;7w3m;6mse;1miu;1iyj
P60899	7eg9;7f4g;7oky;7opc;7pks;7ega;6ted;6gml;7nvy;7oop;7nvz;7ena;7ozn;7eg7;7ozo;7b0y;7enc;7oob;7b7u;6gmh;7nw0;7nvu;7edx;7ozp;7nvs;7eg8;7oo3;6exv;7nvr;7nvt;7ol0;7egb;7egc;7okx;7opd
P60900	6xmj;5vfo;5vft;6msb;5vfq;4r67;7b12;4r3o;7lxv;7w3h;7w3a;5vfs;6r70;5m32;5vfp;7v5g;5le5;5t0j;5lf0;5lf3;5lf6;5gjq;5vfr;5ley;5lez;6msk;7w39;7w37;7w38;7w3b;5l4g;5t0c;5t0g;5t0i;7v5m;5gjr;6msg;7pg9;7w3g;5lf7;5ln3;7w3f;7w3i;6avo;6rey;7w3c;7w3j;7w3m;6msh;7nht;5vfu;7awe;6wjn;5t0h;6msd;6wjd;7w3k;5a0q;5lf1;5lf4;6mse;6msj;6rgq;6kwy;5lex;6e5b
P60901	6epf;6epd;6epe;6tu3;6epc
P60903	4hre;1a4p;4ftg;4hrh;4hrg;4drw;1bt6
P60904	2ctw
P60906	1kmm;2el9;1htt;1kmn
P60911	1qe0
P60933	6fmw;5oon;6fmt;6fmv;6cb2
P60953	1grn;2wmn;1am4;1gzs;4did;4ydh;6ajl;5fi1;1e0a;1ki1;5upk;1doa;2dfk;3gcg;1a4r;6aj4;5upl;2wm9;6tkz;6siu;5cjp;1cee;4js0;1ees;2kb0;2wmo;1kz7;1aje;1an0;3qbv;1cf4;7s0y;4itr;6sup;1nf3;2odb;2ngr;2ase;6tky;4yc7;3vhl;1kzg;2qrz
P60953-1	5hzk
P60955	5azc;5azb
P60980	2n1n;1s6x
P60982	1ak7;1ak6
P60992	2n6o
P60994	1iwd
P61006	7bwt;6stf;6stg;6sq2;7lwb;6whe;4lhz;6rir;6yx5;4li0;5szi;3tnf;4lhv;4lhw;4lhy;6zsj;6zsi;3qbt;4lhx
P61009	7p2p;7p2q
P61010	7obq;7obr;6r6g;2j37;4ue5;2go5;6frk
P61011	6y32;6y2z;5l3q;1qb2;6y31;7qwq;1mfq;7nfx;6y30
P61012	4kyt;4y3u
P61013	1fjk;1fjp
P61014	3o7l
P61015	2m3b;2kb7;1n7l;2lpf;2kyv
P61018	2o52
P61019	1z0a
P61020	2hei
P61023	2ct9
P61024	1dkt;1dks;7b5r;4yc6;2ast;2ass;7b5l;7b5m;1buh;7nj0
P61026	5szj;5lpn
P61029	6swc;7zai;6sw9;7zhg;6swe;7zah;7zag
P61030	1ny4
P61045	6rqf
P61048	4h44;4ogq;2zt9
P61055	7nhn
P61073	3oe6;3odu;4rws;2k05;3oe0;3oe8;2n55;3oe9;2k04;2k03
P61076	4j57;4b1b;4j56
P61077	3ugb;3rpg;7jzv;2fuh;3l1z;4r8p;6t7f;1x23;4bvu;7lyb;6cp0;5egg;5ifr;4s3o
P61081	3tdz;4p5o;1y8x;4gao;1tt5;3tdu;2nvu
P61085	2bep;2bf8
P61086	7myh;2o25;6jb6;3k9p;1yla;6jb7;3k9o;7myf;3f92;7ojx;6if1;3e46;5dfl
P61088	5ait;6ump;4dhz;6ums;2c2v;6p5b;5ywr;4nri;7bbd;3w31;6d6i;4whv;6kl4;4onm;4nrg;4dhj;5aiu;6jky;5eya;4ip3;4nr3;3von;6ulh;3hct;4dhi;5vnz;6kg6;6kfp;6s53;3hcu;7bxg;4onn;4onl;7bbf;5h7s;4tkp;5vo0;4orh;6lp2;1j7d
P61092	2an6;1k2f
P61095	2mf3
P61106	4drz;1z0f;4d0g
P61112	1q3s;1q3r;1q3q;1q2v
P61136	2az1;2az3
P61149	2uus;2j3p
P61157	1u2v;2p9i;2p9k;3dxm;4jd2;1k8k;3uku;3ule;3ukr;6dec;7jpn;2p9u;2p9n;1tyq;2p9l;3rse;3dxk;7tpt;2p9s;4xf2;2p9p;4xei
P61158	6yw6;6uhc;6yw7
P61160	6uhc;6yw6;6yw7
P61161	7aqk
P61165	6s7t;6s7o
P61167	3c5o
P61175	6xzb;6ost;4v6c;5uyl;7n2v;6i7v;6ztn;7bv8;3j7z;4v7b;4v4w;6gc8;5nwy;3bbx;4v66;6c4i;5u9f;5iqr;6og7;6enf;6wdd;7jt1;7n31;7k51;7qgr;7nbu;7ssn;4v78;4v6r;5j7l;5it8;5gad;4v64;5wdt;7qgn;7p3k;7jsw;7pjx;7nsq;7z20;7ac7;4v6k;4v7v;4v4q;5mdw;3j8g;6hrm;6wdh;6xz7;6ouo;7k50;7ot5;4v52;4wf1;4u24;5uyq;6h58;3ja1;4v47;5mgp;5jc9;6xza;4v74;5ju8;5o2r;5mdz;5lze;6gxn;6wnw;3jcj;4v69;6wdm;6wnv;6vwl;7st7;7acj;7nso;7o19;4uy8;4u27;4v6s;5kpw;5mdv;5mdy;5j5b;5kcr;4v55;5lzd;6o9j;4www;6bu8;5we4;6wdi;6wdj;6qdw;6ot3;6ztp;6y69;6ztm;7st2;3j9z;4v89;5j91;5ady;4v76;6gxm;6s0k;7oiz;7bl4;7lv0;7nsp;7ssl;6ztj;6ztl;6wdk;4v9p;4u25;4u1u;4csu;3j9y;3jbv;4v6q;7o1c;4v7i;4v7t;4v48;5h5u;5gae;5kpx;6i0y;6gxp;6yst;6tc3;7jt2;7k52;7k55;7pjs;7pjt;4v6l;4v6y;4v6z;5nco;5afi;6wdl;4u26;7jt3;7oj0;7k54;7ug7;6vwm;7pjw;5gag;7b5k;6yss;4v7s;6gc0;6gc6;7n1p;6ysr;7qgh;4woi;4v6n;4v6p;5gah;4v53;5uyn;5kpv;6by1;7k53;7jss;6vwn;7bl5;7ode;7qg8;3j5l;4u1v;4v4v;4v7a;4v7c;4v7d;4v85;6gwt;6enj;6enu;5np6;5kps;5lzf;6wdb;6ore;7d80;7n2u;6ysu;7nwt;7bl2;7oii;7acr;4v79;4v6t;4v9d;3jbu;3jce;4ybb;4v6e;4u20;5kcs;5l3p;6gc7;5we6;6wdf;4v77;5aka;6o9k;6szs;7pjy;7pjz;7n30;7sso;7ssw;7st6;7bl6;7d6z;6q9a;4v70;4v72;4v9o;6gbz;4v73;4v54;6orl;6wnt;7n2c;7zod;7oif;6ofx;6zu1;7ssd;4v6m;4v6o;4v6d;5gaf;5lzc;6h4n;6wd6;7jsz;7pjv;7tos;7bl3;6zto;6wde;7oig;6ys3;4v9c;4v56;4v57;4v65;4v7u;5u9g;4v50;5lza;5lzb;5jte;6gxo;7nww;6tbv;2j28;4v5y;4v71;4v5b;6gc4;5u4i;5j88;5j8a;5wfk;5uyk;5uym;5uyp;7abz;6wdc;7zp8;7zq6;7ss9;6wdg;6q98;6qul;2rdo;4v6v;4v5h;4v75;4v4h;7zq5;7o1a;3jcd;3jcn
P61193	1ywx
P61201	4d18;6r7f;4d10;4wsn;6a73;6r7n;6r7h;6r6h;6r7i
P61204	6ii6
P61212	1r4a
P61218	7dth;5iy8;7fjj;7vbb;7ast;7d58;5iya;5iyd;7ae3;5iyc;7vbc;7aea;7a6h;6drd;7dn3;7dti;6o9l;7du2;7ob9;7fji;5iy7;7obb;5iyb;5iy6;1qkl;7vba;7d59;7oba;7ae1;6xre;5iy9;7lbm
P61221	6zvj;7a09;6zme
P61224	4hdo;4mgi;6axf;6uzk;6oq3;3cf6;4dxa;3brw;5kho;6oq4;7c7j;4hdq;4mgk;4mgz;4mh0;6ba6;4mgy;7c7i;4m8n;6kyk
P61230	1v7f
P61238	7zah;7zai;7zag;6sw9;6swc;6swe;7zhg
P61244	5eyo;1an2;1nkp;6g6l;1r05;6g6k;1hlo;1nlw;6g6j
P61247	5lks;6zxh;6z6m;4v6x;4ug0;6oli;6olz;6om0;6ip5;6olf;6zme;7a09;6xa1;6om7;6g18;6zm7;7k5i;6g51;6g5i;6zoj;6zmi;5a2q;6ip6;6fec;6zok;6ybd;6ybw;7mq8;6zn5;6zp4;6olg;6y57;6z6l;6zon;6zxd;7qp7;6zmo;6zvj;5vyc;6zmt;6zmw;6zxf;6ole;6zxe;6g4s;6g4w;6y2l;5t2c;5oa3;6zuo;6zv6;7mqa;6y0g;5flx;6g53;7qp6;6qzp;6zxg;6z6n;6g5h;6zvh;6zlw;6ip8;7mq9;5aj0
P61251	7syh
P61254	6y0g;6ip6;6ole;7f5s;6olz;6z6n;6lu8;6oli;6xa1;6ip8;6zmi;6olf;6olg;6lsr;6z6m;4v6x;6z6l;5lks;6ip5;6zme;5t2c;6qzp;6lss;6w6l;6y2l;4ug0;5aj0;6zmo;6y6x;6om0;6lqm;6om7;6sxo;6y57;6zm7;7bhp
P61255	7cpu;7ls2;7ls1;7cpv
P61277	2ftd
P61278	7t10;7xms;2mi1;7xmr
P61313	6lsr;5lks;6y6x;6z6n;6om0;6ip8;6y0g;7f5s;6lss;6y2l;6qzp;6olg;4ug0;6olz;6ip5;6xa1;4v6x;6olf;6oli;6ip6;6zmi;6zme;6y57;6z6m;5t2c;6lu8;6zm7;6om7;6w6l;6zmo;6ole;5aj0;6lqm;6z6l;7bhp
P61316	6f3z;3ksn;1ua8;2zpc;7arm;6fhm;1iwl;2zpd
P61320	1iwm;1iwn
P61326	7w5a;7w5b;2hyi;2j0s;3ex7;2xb2;7a5p;2j0q;1p27;7w59
P61328	4jq0;1q1u
P61353	6om7;7f5s;6zmi;6ole;6z6m;6z6l;4ug0;6lss;6lqm;6om0;6z6n;6ip8;6oli;6olf;6y57;6olz;6qzp;6zm7;6ip5;6ip6;6y6x;6y2l;4v6x;6lu8;6xa1;6lsr;6y0g;6zme;6w6l;6olg;7bhp;5t2c;6zmo;5lks;5aj0
P61358	7ls1;7cpu;7ls2;7cpv
P61372	2rgt;4jcj
P61380	1xkp
P61420	6xbw;6xby;7khr
P61421	6wm3;6wlw;6wm4;6wm2;7unf
P61431	1hsk
P61459	1dco;3hxa;1dcp;1f93;1dch
P61485	7oya;7oyb
P61489	2zho;2dt9
P61490	4v4o
P61491	1srv
P61492	4v4o
P61493	1wnr
P61495	1wal
P61497	2j09;2j08;1iqu;1iqr;2j07
P61503	1mng;3mds
P61513	6ip8;6ole;6ip6;6lu8;6y0g;5aj0;7bhp;6zme;6olz;6olf;6om7;6lsr;6z6l;6y2l;6ip5;5lks;6y57;6z6m;6z6n;6y6x;6w6l;4ug0;7f5s;6zmo;6lss;6xa1;6zm7;6olg;6oli;6qzp;6lqm;6zmi;6om0;4v6x;5t2c
P61514	7cpv;7cpu;7ls2;7ls1
P61517	1i6p;1i6o;1t75;7sev;2esf
P61541	7bwi;1wqk
P61542	1wxn;2mub
P61586	5jhh;1x86;6v6u;5irc;3lw8;6bc0;4xh9;6v6v;3msx;1s1c;1xcg;6v6m;5zhx;5ez6;6kx3;5c2k;1ow3;1a2b;3lwn;5jcp;5a0f;5bwm;5m70;5c4m;1lb1;1cc0;5jhg;4xsh;6kx2;5m6x;6r3v;5hpy;1cxz;3kz1;4xsg;1ftn;3lxr;6bcb;3t06;2rgn;1tx4;1kmq;4d0n;4xoi;6bca;5fr1;5fr2;1dpf
P61587	4bg6;7obd;1m7b;7obc;2v55
P61588	1gwn
P61589	3tvd
P61599	6vp9;7stx
P61602	1bjf
P61604	6mrd;4pj1;6mrc;6ht7
P61615	3vkj;3b04;3b06;3b05;2zrv;2zry;2zrw;3b03;2zrx;2zru;2zrz
P61619	6w6l
P61626	2bqo;208l;1lhm;1b5x;1i22;1gfh;2zij;1gb3;1iwz;1ckf;1ge1;1gf0;1gfu;3eba;2mec;2mei;2bql;1yap;1di4;2hec;2hed;1ouf;1lhi;1jsf;1gbw;134l;1ioc;1ip6;1oui;1lhk;1gdx;2mea;2bqd;2hea;1inu;1c46;1ckd;1di5;1eqe;2nwd;1wqn;1ip1;2mef;5lsh;2bqb;1gaz;1gby;1c43;1cj9;1ckh;1wqp;1ge4;1gf7;1gfk;1yan;1ubz;1lzs;1b7o;1b7p;1b7r;3fe0;2mee;2meg;2meh;2bqc;2bqg;1c45;1ckg;2hee;1iy4;1jka;1jkc;1eq5;1gbx;1lz5;1i1z;1ip2;1ip7;1oue;2zik;1b5z;1b7m;7ap7;1gev;1gf9;1gfa;1gfr;1yam;1qsw;207l;1op9;1iww;1cj8;1d6p;1d6q;1jkd;6lfh;1loz;1rey;1lmt;1ouc;1b7q;1ge3;1gbo;1cj7;1eq4;3lhm;1ge2;1tby;1laa;1bb5;2bqm;7xf7;7xf8;1iwt;1lz1;1lz4;2zil;1b7s;1gf8;1gfe;2bqa;2bqj;1rez;2hef;1wqq;1iwx;1iwy;1gay;1gb7;2med;2bqn;1yaq;1i20;1ip5;1oua;1lhl;1b5w;1b7n;1ge0;1gfv;1wqr;1iwu;1gb2;1oug;1ouj;1b5y;1gf3;2meb;2bqe;4ml7;2bqf;1gb6;5lvk;1gfg;1gft;1rex;1lhh;1b7l;1bb4;1gb5;1c7p;4r0p;1ckc;1gez;1gf4;1yao;1tay;1tcy;1oud;1lhj;1jwr;1gb8;1gb9;1gbz;1cj6;133l;4i0c;1wqm;1rem;1lz6;1b5v;1bb3;3ln2;2zwb;1iwv;1ix0;1iy3;1gb0;1wqo;7xf6;1re2;1w08;1lyy;1ip3;1ip4;1ouh;1gdw;1gfj;2lhm;2bqk;1tdy;1hnl;2heb;1lzr;1oub;1b5u;1gf5;1gf6;2bqh;2bqi;1di3;1jkb
P61711	1xn1;1di0;1t13
P61758	6nrc;6nr9;6nrd;6nrb;6nr8
P61764	6l03
P61765	3c98;7udb;4jeh;3puj;4jeu;6lpc;7udc
P61769	7n1e;7r7y;6vqz;6vrn;4qrs;4jfo;4jqx;4e0k;3vxn;5hgb;5d9s;5wmr;5t70;5vwd;6pa1;6o9c;6iex;6vqe;6pul;6ujo;7ow6;7mxf;7mxh;5c0a;5c0b;6zky;5n1y;5jhd;6uj7;6m2j;7bbg;7cir;7l1c;7lg0;6tds;2e8d;1xh3;1s9x;1tvb;1t22;1m05;1hhh;3s6c;3myz;3mrg;3i6g;3ixa;3d3v;2xpg;2p5e;2dyp;1zsd;1qqd;3kpq;3huj;3fqr;4pja;4rah;4l4t;4mj5;3vfo;3w39;5grd;5gsx;5c0g;6c98;6c99;6d64;5w1v;5w6a;3u0p;4wu5;4wu7;5u16;5u1r;5nmh;5nht;6nux;6joz;6eqb;6ewa;6d78;6d2r;6wna;6pag;6rpa;7kgo;7mle;7kp0;7p4b;7n5q;7mj8;7ndt;7ejn;7lli;7dyn;7wkj;6vr5;5gsv;5hhn;5ib2;5iek;6pvc;6o4y;7lg2;1a6z;2gtw;2bss;1onq;3qdg;3mrc;3mrj;2ypk;2x4q;2x4r;4prn;4qru;4hwz;4jfe;4eup;3tzv;1a1m;3jts;3czf;3fqu;3bgm;2pye;2nx5;2f74;4no3;4pj5;4pj7;3uts;3v5h;3vfw;5inc;5bxf;5c0d;5c0i;5wke;5jzi;5fdw;5f1i;6eqa;6gh1;6bj3;5wsh;5wxc;5vue;5vvp;6opd;6p2s;6j29;6vmx;7ejl;7p3d;7kgq;7jyx;6vrm;7ryo;1w0v;1xr9;1qew;1syv;6vm8;6vm9;6pud;6m24;1qlf;1s9y;1t21;1i7u;3x11;3lkr;3ln4;3bxn;3bzf;2vlr;2yxf;2hjk;2esv;2fyy;4ww2;4pri;4m8v;4l29;4nqv;4hx1;3sdx;1eey;7r7v;3kyn;3dx8;3gsv;2p5w;4nt6;4mj6;4nnx;3t8x;3o3a;3o3d;5l2k;5grg;5gsd;5cs7;4xxc;6fgb;6amu;5w67;5txs;5nmg;6gh4;5wmp;5vwh;6uk2;6uli;6uzo;6uzp;6ujq;6o9b;6mwr;6vb1;7afv;7dzn;7s8q;7nmr;6ss7;1hhi;1hsa;1agd;7l1b;7lgd;3mrb;3o4l;3pwn;3qdm;3qeq;3ln5;2v2x;4qrt;3vri;3skm;5t6x;5t6z;1qr1;1p7q;4g8g;3qfj;3kpl;3dx7;3fqw;3gsw;3ib4;4x6f;4z77;4u1k;4pjb;4rmt;4jry;4k7f;5v5l;5l2j;5gsb;5hhp;6z9v;6z9x;5xos;6d2b;5ib3;6mpp;6jtp;6ggm;6v7y;6vb6;6uln;4o2f;7jwi;7kp1;7kgt;7qpj;7su9;7rtd;7re8;7k81;1agc;2gj6;2gt9;6ss8;6uj8;6pue;6pyl;6pyv;6q3s;1uxs;1uxw;1s9w;1mhe;1duz;3tlr;3rl1;3mzt;3mrh;3hpj;3d2u;3d39;1zhl;4wwk;4pr5;4lhu;4g9f;3vxm;3vxs;5ckg;1exu;7jyu;7na5;2vb5;1zs8;2d31;1py4;3vfp;3vft;3v5k;3l3j;3gsu;3dx6;3fqt;4ra3;4u1l;4u6x;4pjc;4k71;4l4v;4mji;5eu6;5b38;5c0e;4wj5;4x0s;4x6c;5vgd;5wer;3oxr;3vxr;3vxu;4uq3;6d29;5wxd;5wjn;5u6q;5t6y;5vuf;5nme;6ulr;6k7t;6j2a;6ewc;6d7g;6y28;6y2b;6vqd;6rp9;6tro;6uzs;6vb5;6p64;6r2l;1ogt;7nmo;5b39;5bs0;5csb;6g3j;6c97;5wwi;6pte;6pyj;7ciq;6uj9;2bck;1zvs;1hhk;1jnj;1i1f;7lfz;3mrd;3mrf;3qda;3lkq;3hcv;2jcc;4prh;4jqv;7llj;5c08;5c09;7pbc;7pbe;7qpd;2bvo;1w0w;1xr8;1xz0;1sys;7r7w;3kps;3kyo;3ft2;3dhm;2ak4;4rmq;4hkj;3vfn;3vh8;3w0w;5d7j;5f9j;4jff;4jfp;4kdt;4g9d;3sko;5im7;5e9d;5d5m;5f7d;5vud;5u72;5nmf;5mep;6nha;6la7;6j2h;6y26;6w9u;6vqo;7ow3;7b5f;7kgp;7wj2;6zkz;7n5p;7mj7;4wdi;5wkg;5hhq;5eo0;5eo1;5eu3;6id4;6z9w;6pvd;1tvh;1k5n;1i1y;3mrn;3mrk;3bze;2x4n;4qrq;7m8t;7ow5;7nmc;7umg;7ryn;7n6d;7p49;6wzy;1e28;7jyv;3b6s;2f53;1q94;4rmv;4u1i;4no0;4gks;3utq;3l3d;3o3e;3dbx;3am8;5c0f;4e0l;3vxo;3x13;3lko;3myj;3bw9;4prb;4jfq;5meq;5cka;6ewo;6la6;6cug;6uz1;6p23;6npr;6y2a;4pjh;5knm;5iro;5brz;5fa4;6eny;6at9;6o51;1jgd;1gzq;7l1d;7lg3;1zhk;7rtr;7f4w;7k80;7edo;7rym;2hla;1zt4;2a83;2clr;1qse;1kpr;1ktl;1lp9;1i4f;3l3i;3giv;3gsq;3h9h;3cii;2nw3;4wo4;4rms;4rmu;4u1j;4pje;3pwl;3qdj;2v2w;2x4o;4prd;4i48;4ono;4l3c;5j1a;5hgd;5t6w;5yxu;5meo;5nqk;6j2e;6gl1;5wwu;6v80;6w9v;6tdq;5c07;7rm4;4i4w;5ts1;5v5m;5vge;5gr7;5hyj;5c0j;5def;5wkf;6am5;6vmc;6v2q;2j8u;2guo;2cii;2cik;1i7t;7c9v;4en3;3x14;3wl9;3wlb;3mre;3mrq;3mrr;3nfn;7dzm;4o2c;7pdw;7n6e;2bvq;2d4f;1ydp;1eez;1a1n;1ao7;1bd2;3vcl;3vfv;3kpo;3ov6;3gso;1agf;1c16;7lgt;3oxs;3lkn;3lkp;3mrm;3mrp;3pwj;3c9n;2ypl;4nqc;4jfd;5men;5mer;6mt6;6mtl;6avg;6trn;6uon;6uzn;6pui;4u1n;4jrx;4ftv;3tid;3utt;3vfu;3o3b;3loz;4wc8;6at5;5swq;5w1w;5gsr;5d7l;6vm7;6pz5;6ss9;1hhj;6jtn;6y27;6v7z;6xqa;6wol;7ejm;2z9t;7koz;7kgs;6vqy;7wj3;6x00;7r80;1a1o;2c7u;4pj8;3vrj;3sjv;3vxp;3pwp;3to2;3hg1;3dtx;3bwa;2po6;2vlj;4qrp;4pjx;4lnr;4l3e;3x12;5hgh;5ib5;5ddh;5wjl;5xot;5nq1;6tmo;6tdp;6ulk;6pug;5ib1;5ieh;5c0c;5cfh;6aee;5trz;6qip;6o4z;6o53;1de4;6v2o;6v2p;6vma;6vpz;6vq2;1r3h;1hhg;1t1x;1t20;1age;1hla;1b0r;1cg9;7pb2;2x70;2d4d;2f54;2hn7;4pjd;3rwj;3kpr;3l3g;3low;3m17;3ft3;3gsn;3gsx;3bp4;3dhj;4qok;4u1h;4u1s;4n0f;4n0u;4nny;5euo;3tm6;3hla;3lks;3mrl;4wuu;5nmk;5nq3;6k60;6j1w;6uzm;6vb4;6tdo;4e5x;7mkb;6zkw;7s8r;7mx4;1oga;7nui;7wt4;7wt5;6qio;1ypz;1qvo;1of2;1jge;1m6o;1efx;2x4p;2h26;4pra;4prp;3wuw;1agb;3bh9;3bo8;3bp7;2rfx;2bnr;1x7q;4rmw;4u1m;4pj9;3vfr;3qfd;3mv7;3na4;5whk;5iue;5d2l;6c15;6vb3;6vb7;6tdr;7duu;7s8s;7n9j;7bh8;6y29;7alo;7mj9;7mja;4o2e;7ndu;7ow4;1lds;3ox8;3vwj;3qzw;3rew;3kla;3mri;3i6l;2vll;2fz3;4lcy;4nqe;4nqx;4qrr;5ib4;5hga;5wmo;6avf;5u17;5vwf;5tez;6puj;6puk;6mt4;6mt5;6mtm;6jp3;4no5;4pjf;4pjg;4g8i;5ind;5d2n;5d7i;5fa3;5bjt;4x6d;4x6e;6ei2;6g3k;5wki;5wl1;5n6b;5hho;6ssa;6v3j;2bsr;2bst;2av1;1w72;1t1w;7re7;7n4k;7m8s;7nmv;7eu2;2axf;1uqs;1im3;1im9;1jht;7jyw;7r7x;3v5d;3vfm;3h9s;3kpp;3lv3;3d18;3h7b;3bh8;2bvp;2hjl;2gtz;1qsf;4lcw;4fxl;4f7m;3vwk;3gjf;3hae;4uq2;4nqd;5yxn;6apn;6ilm;6j2g;6j2i;5wmn;5wmq;6bj2;6uk4;6xqp;7mj6;7ndq;3ft4;3gsr;3ciq;2x89;4rmr;4no2;4gkn;5csg;5deg;5e6i;5eu4;5eu5;4z78;6amt;6bxp;6c09;5wkh;5u2v;5u98;5hhm;6dkp;6puc;6pyw;6q3k;1jf1;1n2r;1gzp;6p2c;6p2f;6mt3;6m1b;6j2j;6uzq;6vb0;6viu;6w51;6pum;7rrg;7n1a;7n1b;7n1f;7m8u;7p3e;7nmy;7nn5;2bnq;1b0g;3tie;3l3k;3mv9;3ffc;1hsb;1ce6;7cis;3i6k;3b3i;2xks;2xku;2vlk;2f8o;2git;2av7;1vgk;4r9h;4pre;4mnq;4f7t;3rl2;3kww;3kxf;5isz;6ghn;6d2t;6bj8;1e27;3kpn;3mgo;3mv8;3dxa;3bhb;2h6p;4u6y;4n8v;3spv;5eot;4z76;6gk3;5wwj;6rsy;6pbh;1tmc;1t1y;5vwj;5vz5;5opi;6nca;6j1v;6jto;5xov;6rpb;6vb2;6puf;6puh;6p27;7kgr;6zkx;7n5c;7wt3;7nmt;7u21;6vr1;2axg;1qrn;1a9e;1duy;3cdg;3d25;3ekc;2x4s;2x4t;2x4u;1t1z;1i7r;1akj;4f7p;3mr9;3mro;3bvn;3fqn;2uwe;5c9j;5e00;1mi5;1a9b;3fqx;1s8d;4pji;4gup;3upr;3vfs;3m1b;3mgt;3kpm;5enw;5w69;6ptb;6m2k
P61771	6bxq
P61803	6s7o;6s7t
P61812	4kxz;5tx4;5ty4;6xm2;7rco;1tfg;2tgi;6i9j
P61816	6m2a
P61818	3dfz
